CpG	GSM3589655	GSM3589656	GSM3589657	GSM3589658	GSM3589659	GSM3589660	GSM3589661	GSM3589662	GSM3589663	GSM3589664	GSM3589665	GSM3589666	GSM3589667	GSM3589668	GSM3589669	GSM3589670	GSM3589671	GSM3589672	GSM3902399	GSM3902400	GSM3902401	GSM3902402	GSM3902403	GSM3902404	GSM3902405	GSM3902406	GSM3902407	GSM3902408	GSM3902409	GSM3902410	GSM3902411	GSM3902412	GSM3902413	GSM3902414	GSM3902415	GSM3902416	GSM3902417	GSM3902418	GSM3902419	GSM3902420	GSM3902421	GSM3902422	GSM3902423	GSM3902424	GSM3902425	GSM3902426	GSM3902427	GSM3902428	GSM3902429	GSM3902430	GSM3902431	GSM3902432	GSM3902433	GSM3902434	GSM3902435	GSM3902436	GSM3902437	GSM3902438	GSM3902439	GSM3902440	GSM3902441	GSM3902442	GSM3902443	GSM3902444	GSM3902445	GSM3902446	GSM3902447	GSM3902448	GSM3902449	GSM3902450	GSM3902451	GSM3902452	GSM3902453	GSM3902454	GSM3902455	GSM3902456	GSM3902457	GSM3902458
cg17290000	0.383344707540509	0.741682530372992	0.612295939634712	0.316465657614834	0.736354418779786	0.438851746233418	0.456963339900306	0.203928921272816	0.773021147717161	0.185632033120614	0.473077035876337	0.7565355647963	0.219001576776524	0.378462130013603	0.472620235057363	0.572192855493752	0.144572854901198	0.372096656657661	0.167861145991501	0.090834894695403	0.409437402981026	0.776823106951248	0.326132929255926	0.575540974201761	0.711758954671085	0.316264616550109	0.647936019907045	0.438341736830318	0.484300309712662	0.344947420592993	0.727869151629902	0.811393319911207	0.867057965087842	0.556466626903897	0.150811311502207	0.785690863834417	0.61324694551709	0.476001359467431	0.467277407101982	0.766241074857706	0.25754466677994	0.67229178087305	0.345899404650434	0.779830741358343	0.796431650602875	0.713102041293325	0.517251259521024	0.521318571351816	0.507071695803812	0.793296398994312	0.68636100231796	0.537519207660147	0.502023685740639	0.671642454540908	0.569361070792439	0.798102718957837	0.485064789932086	0.399692919125207	0.368829120047769	0.510244783924787	0.322885758457446	0.552438977476004	0.530502884544912	0.334836453147164	0.406185854486023	0.116232097699628	0.59180447272747	0.477339048506579	0.483486175407722	0.617695381173086	0.64405677593558	0.251486326918709	0.415898426480437	0.728495189424144	0.372802336581647	0.580909774500419	0.462590307825169	0.847131227751973
cg02606840	0.349681835148875	0.270216401745752	0.244091723331052	0.151435204621489	0.793366531846414	0.550597305216181	0.298616100014494	0.375768654610602	0.229703947559411	0.37530128646834	0.318602609310559	0.680286466384674	0.130283033625982	0.306054576771831	0.340709946890837	0.28884895506315	0.133718146296859	0.344187048255857	0.0934046170754423	0.142715529763854	0.293577641260533	0.328297794546513	0.20237280992386	0.531038389497669	0.691852456273451	0.229956209500927	0.483709444781469	0.396294199727431	0.294649994277159	0.379434351627641	0.228417515313122	0.228159868773559	0.830592491646109	0.3844360715546	0.422872905368958	0.735266571934746	0.601005680425223	0.351090590398016	0.272170518252632	0.527653290975988	0.33526797723794	0.202218215742066	0.482781777680645	0.705818020614749	0.809831390535266	0.432636893679265	0.357624737475371	0.445712806714352	0.129975327408184	0.470439086677607	0.266493881681155	0.212390795587764	0.418681284684657	0.234316216170944	0.273121932804832	0.619844338084458	0.272027477366884	0.176185069151993	0.31182370138077	0.142512560792223	0.133053498706815	0.429869535247621	0.363908749523718	0.303427486012064	0.358453453509655	0.146946283106988	0.1031289138936	0.288125902564627	0.275716675896934	0.349502343278734	0.629000808801818	0.207356907598796	0.233952534416478	0.435508448318498	0.413237496666006	0.292418354503672	0.447674604174541	0.883519460886599
cg13066289	0.350586492990693	0.782832177716864	0.494358215916588	0.183732610281083	0.621760777095989	0.338474172042078	0.219736974924639	0.3420765162654	0.599262601787231	0.228965722223483	0.319755144781386	0.617948047236345	0.164021849692892	0.185542626406619	0.465491662874542	0.277043241221193	0.11169862177741	0.362604451419849	0.154710396234838	0.269641946310335	0.191259106828829	0.439857236006726	0.266026353181931	0.407840144289183	0.725233925918749	0.242998855468237	0.240792389773089	0.253086220467599	0.310625042230082	0.282567630979189	0.383121553100752	0.269199951219292	0.750265765584418	0.426992327756496	0.208671546964569	0.457047575274966	0.469865022983523	0.44498881498012	0.468916261397144	0.777634515223149	0.243542691338772	0.22390633065469	0.248692700903181	0.663672388986753	0.751537907004686	0.668540848163904	0.333624948686224	0.561534199268629	0.396773529949295	0.627875938927509	0.232859059494684	0.541699101123702	0.401539049623138	0.484533755494462	0.586297347456795	0.567586783050264	0.261860148807197	0.132938930538708	0.469754648932735	0.154615305239222	0.159930355253027	0.403287926493634	0.186878675830046	0.222615474566361	0.318987306540863	0.30128984427376	0.595105082395942	0.366085466447057	0.220023480538246	0.342199468999936	0.303057209512866	0.163125223071711	0.234749255882969	0.524427785297037	0.430414439141191	0.33734797592842	0.220261913101316	0.712769774754788
cg00827382	0.404127785993797	0.810525806501272	0.649912337551591	0.356985528674289	0.794097817604621	0.625166657588811	0.444257258208158	0.474866609364104	0.889865887090353	0.36492012518811	0.480295327087005	0.790053003606332	0.290612403217062	0.119216629867103	0.700871210216583	0.719594072005813	0.516302166712973	0.512684142480692	0.301270993439096	0.443055639895913	0.579025455823802	0.674963728369723	0.369749813001686	0.506542010004359	0.714915233081165	0.361677583437664	0.272454951677533	0.428227859211797	0.641846653937974	0.460832732225451	0.624950816493725	0.735790065510501	0.826254219804951	0.534130347668358	0.25722725194879	0.781501609508644	0.647891943078554	0.592653782063151	0.800641382797248	0.763731860608233	0.376763073793581	0.21684336109105	0.459880625340464	0.776895745648296	0.785017965886892	0.64573092378427	0.390737517910622	0.482099965686835	0.576823542503747	0.678420906830585	0.342193347115392	0.633793239818567	0.530311911786735	0.704350004174668	0.715267832746815	0.777361382130215	0.280065971882657	0.207159855420913	0.668615486311509	0.375641755678217	0.273865943601996	0.600299245485314	0.308684159322693	0.40547414991225	0.386577833836571	0.512194270199011	0.679440138341482	0.45340206623567	0.337002921166523	0.384353322958513	0.342590085758617	0.277680168332457	0.432570233287818	0.63029205959261	0.467347040127135	0.410068755947924	0.275228997175615	0.838655291814054
cg03733145	0.402279375434515	0.736654570932396	0.247104584377737	0.178666364149674	0.591559397777746	0.237149283666375	0.203233033518919	0.325538262075258	0.445905079866214	0.266060699087267	0.418982783841566	0.333162562057062	0.139676053840746	0.264480315961737	0.380338730813983	0.35594523919397	0.115127788699889	0.258958548884271	0.0987599681504205	0.0954590387460972	0.169226252226507	0.437974214014636	0.233031943930277	0.515648175844237	0.509249532348955	0.242108509228336	0.409928942963024	0.307451713102779	0.174694748948544	0.265272279382768	0.545273670658916	0.51486337606349	0.339486981014427	0.334850283090453	0.128322764677377	0.522831872021206	0.397163724634287	0.200369843562533	0.302459327431145	0.453356497835017	0.231381668750531	0.182815261173375	0.555725663736464	0.327441349942628	0.600067662932017	0.467018825584981	0.380110695045674	0.368221808312117	0.145362026135388	0.444023665933434	0.228385980649708	0.324853770911868	0.349629506897263	0.203384664898182	0.257321712468771	0.548240816431695	0.138345448128275	0.362956935270806	0.13681171520447	0.170816118257932	0.233993970080663	0.319469463029679	0.310912289230946	0.293233923653206	0.225337999446109	0.0679788082634392	0.32709257833992	0.370435735794835	0.249819462716139	0.359050759795974	0.455074573948766	0.201877400458527	0.281711729822093	0.167861292202704	0.428217467431642	0.417509068498749	0.244197319245792	0.769022067173417
cg12166603	0.796270037280846	0.886518430897629	0.754035712644827	0.458444425477925	0.88347491948705	0.686500911750154	0.588256327704901	0.721358268455469	0.852201741572164	0.249607535321821	0.544883110789399	0.886156599870794	0.460956042944417	0.304734940324422	0.904511713963246	0.740067676949366	0.617337229939816	0.605910884385506	0.194589665292349	0.442458558681688	0.52262126358379	0.851185284716971	0.717158842328934	0.649209437564269	0.85207122385478	0.504911269994717	0.634931763005597	0.526028510910741	0.587565881833577	0.438369965878618	0.816296598522591	0.894535587655194	0.762759334956644	0.789865460442735	0.313069213450505	0.887057267619301	0.639811789308587	0.637496321004611	0.76122834743268	0.898127979469807	0.460717370351362	0.781907197999977	0.843714056839513	0.701091591449312	0.63435079390262	0.852642046006647	0.76601906855802	0.675542775251817	0.738150754183604	0.809085096860815	0.339923489070155	0.829350904659847	0.659193589634302	0.852978900872923	0.847989778085692	0.852083478029793	0.460277183626828	0.84860152398584	0.714505821037489	0.226556563149096	0.681102940744268	0.712150865445839	0.781367480228052	0.652542034319927	0.78882732091377	0.384703769364016	0.800793719058815	0.783567121302311	0.422402903720235	0.745237204822389	0.425248977657331	0.585679580536336	0.496172606186993	0.891535739888537	0.592898706358324	0.877296807254556	0.518953584354562	0.941133477437929
cg26300121	0.652859480162124	0.905840517615223	0.670744689117158	0.218305690891292	0.837231315281799	0.621585972531998	0.405790393818373	0.473549569721878	0.909930727461471	0.493199022495347	0.489647235370112	0.680570383037151	0.408411223874012	0.897425609527203	0.546019835591456	0.66210658484463	0.246222403924775	0.530849145374487	0.2966632124677	0.186967309777425	0.204975155215339	0.244832978792421	0.305913465465068	0.651916813588883	0.80447045723975	0.44359600070837	0.492141264735643	0.647298500487936	0.565726162223855	0.521254554547403	0.681015321529729	0.783218501243592	0.735959952775143	0.607127340240387	0.244937969822083	0.784969495285635	0.694688109161793	0.5615295295218	0.448586718199652	0.827445220232601	0.476304542234301	0.724125363229469	0.60503133408634	0.374021200882744	0.805978409392093	0.842456198859492	0.666702723445792	0.408608869218086	0.565499459033135	0.615788329995087	0.363738642775711	0.50074037464319	0.640661764149587	0.485366510000789	0.8150765606596	0.913250061657125	0.320688697357134	0.839545981597387	0.5776688080387	0.179251134821167	0.566532007824044	0.538535079990031	0.667275989722319	0.416625196271263	0.462648285856749	0.2282508732882	0.265376002289409	0.704966420738594	0.705553987873417	0.493902700156313	0.711231789480509	0.291014525113983	0.452090565519983	0.817389277221215	0.633881613324846	0.470835963936139	0.706715395157606	0.893963108468665
cg20825924	0.591098915165285	0.645926298239592	0.455608332767863	0.353377047572607	0.706914336368765	0.582862175371604	0.518676214437778	0.553152028449395	0.448235022242764	0.220246093710869	0.477198268464311	0.599818839390618	0.293094644357569	0.831572902106521	0.319001230484112	0.329560111306546	0.129701372775833	0.300755484991529	0.178835809301475	0.203381812076082	0.297021180866308	0.794471011555199	0.324349370103514	0.518486682386832	0.74974939388288	0.330698059130167	0.463106035158437	0.532830151928321	0.134425852311765	0.381686536592288	0.292231020661153	0.557104221755079	0.823159340337562	0.493578936686319	0.239273000358028	0.74404510359607	0.301798393053028	0.368562168183542	0.501909798736595	0.656396941815528	0.215792208861378	0.587573342772586	0.444333811362046	0.548472987216102	0.633503034222502	0.760127252700073	0.541756496294413	0.294614610469344	0.406875557227946	0.406011298535964	0.478341697469655	0.354480982454811	0.529957574092727	0.698440276406713	0.287092626369123	0.853867221614755	0.450063019512117	0.541794473346396	0.487487150447534	0.129592138528877	0.169176014531533	0.423901235899026	0.670502899975774	0.339379868918445	0.551582592797687	0.133114683978819	0.577317038446841	0.594284897258875	0.606264170190823	0.402729609022181	0.504930567061235	0.273699974739273	0.373025934267488	0.349329152240229	0.584428871872742	0.608843129254966	0.378122703894195	0.810897057819223
cg01996116	0.69163143470956	0.901498009472035	0.655673720755497	0.672916204539694	0.233135632649005	0.524636121307918	0.701630126949319	0.809931314570248	0.784879841160382	0.679406009545484	0.545492786454048	0.327092433422573	0.722156385215859	0.903537088703913	0.410973608996404	0.623903140766806	0.639139642259521	0.587862376120468	0.756680999697889	0.679933016057865	0.508978913131433	0.274223036610668	0.624915019723542	0.596237543232258	0.319021686201946	0.548647158922123	0.421070548508462	0.464947523169498	0.553079748888053	0.639008291641558	0.802667473366567	0.353365012877032	0.325528710584705	0.468432325818297	0.647965525683728	0.809438292678243	0.414362585259284	0.580151917419608	0.620803474866131	0.811375805963898	0.650091949570285	0.828781537753763	0.54714842495883	0.590820393039896	0.203911131162908	0.731161114177354	0.559635371149683	0.394818099488737	0.722035747770399	0.420505506036545	0.338333409937024	0.783970748591951	0.5188884195985	0.296537321250202	0.615032073613146	0.30697820792908	0.722500479263209	0.303110297808095	0.638318195935883	0.767048631553802	0.500512478394032	0.658734066154661	0.40774987412224	0.546465210044901	0.38752318077294	0.675002171112778	0.374742204825228	0.443435332866783	0.566976692574114	0.385239593813472	0.383409208659354	0.581370565193176	0.516589003701455	0.751770202391048	0.490054172877033	0.377769445296836	0.643779878917952	0.17291374489848
cg03513011	0.190010853213431	0.669091389120808	0.376539012933731	0.28096030568289	0.606900600052178	0.280354867536968	0.194254341164454	0.236433483818547	0.163864299979567	0.146075972754536	0.182404345772319	0.335083364307333	0.183742354001383	0.117036484066466	0.418730523766108	0.346567048301799	0.0766349767221373	0.191990253553319	0.0826252151215888	0.0750962626891727	0.226372570214949	0.767182510039711	0.157534090895497	0.313070372184227	0.623446181958308	0.251218662589509	0.347625284345488	0.323712460324711	0.243372803891417	0.24864907600292	0.533847775096033	0.684419112596377	0.382446370909015	0.332810506787119	0.147838264250157	0.581201753255961	0.55487502054946	0.306050849727237	0.439409108554849	0.630035526087473	0.199739443126151	0.654892734420952	0.65612215194139	0.384658688379169	0.756564727031481	0.538413839359158	0.413075541063728	0.272748906500588	0.533995118989828	0.272250815271646	0.284117218796689	0.456887858697487	0.410898168815058	0.453790713878776	0.431479540690787	0.663108205034111	0.120675419809417	0.583061939697514	0.508446890848484	0.0905713712761816	0.221261780695432	0.374009564601751	0.528507208310734	0.20375347049192	0.451845187924333	0.101658880922597	0.46058149513957	0.328983532702047	0.25837967437169	0.230340684416539	0.247959943816711	0.138178592712708	0.315075036402966	0.489495352818566	0.206599769184125	0.567529095216662	0.307399406004035	0.397667693468285
